z,alpha,epsilon,N_dyn,M_halo,M_star_target,A_available,A_needed,feasible,margin
7,0.75,0.02,7,1000000000000.0,100000000000.0,6.738030007453368,7.164489120829943,False,0.9404759912138475
7,0.75,0.02,7,5000000000000.0,10000000000.0,6.738030007453368,0.09065749900010069,True,74.32402263210332
7,0.75,0.02,7,5000000000000.0,30000000000.0,6.738030007453368,0.27553569162056285,True,24.45429108593392
7,0.75,0.02,7,5000000000000.0,100000000000.0,6.738030007453368,0.963554589693293,True,6.9928887055565125
7,0.75,0.02,10,100000000000.0,10000000000.0,6.738030007453368,5.01514238458096,True,1.3435371303054966
7,0.75,0.02,10,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.02,10,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.02,10,500000000000.0,10000000000.0,6.738030007453368,0.674488212785305,True,9.989841007937876
7,0.75,0.02,10,500000000000.0,30000000000.0,6.738030007453368,2.383516324207429,True,2.826928407840424
7,0.75,0.02,10,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.02,10,1000000000000.0,10000000000.0,6.738030007453368,0.3257643519514811,True,20.683754889353025
7,0.75,0.02,10,1000000000000.0,30000000000.0,6.738030007453368,1.049654957411687,True,6.419280888329701
7,0.75,0.02,10,1000000000000.0,100000000000.0,6.738030007453368,5.01514238458096,True,1.3435371303054966
7,0.75,0.02,10,5000000000000.0,10000000000.0,6.738030007453368,0.06346024930007048,True,100.0
7,0.75,0.02,10,5000000000000.0,30000000000.0,6.738030007453368,0.19287498413439397,True,34.93470155133418
7,0.75,0.02,10,5000000000000.0,100000000000.0,6.738030007453368,0.674488212785305,True,9.989841007937876
7,0.75,0.05,3,100000000000.0,10000000000.0,6.738030007453368,6.584320943646719,True,1.023344710126101
7,0.75,0.05,3,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,3,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,3,500000000000.0,10000000000.0,6.738030007453368,0.8855275733225669,True,7.609057256310796
7,0.75,0.05,3,500000000000.0,30000000000.0,6.738030007453368,3.1292903071413227,True,2.153213459319059
7,0.75,0.05,3,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,3,1000000000000.0,10000000000.0,6.738030007453368,0.4276921532362153,True,15.754392397589626
7,0.75,0.05,3,1000000000000.0,30000000000.0,6.738030007453368,1.3780795418564864,True,4.889434755250919
7,0.75,0.05,3,1000000000000.0,100000000000.0,6.738030007453368,6.584320943646719,True,1.023344710126101
7,0.75,0.05,3,5000000000000.0,10000000000.0,6.738030007453368,0.08331620849692165,True,80.87297932793382
7,0.75,0.05,3,5000000000000.0,30000000000.0,6.738030007453368,0.25322327865427685,True,26.609046542884123
7,0.75,0.05,3,5000000000000.0,100000000000.0,6.738030007453368,0.8855275733225669,True,7.609057256310796
7,0.75,0.05,5,100000000000.0,10000000000.0,6.738030007453368,3.950592566188031,True,1.7055745168768353
7,0.75,0.05,5,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,5,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,5,500000000000.0,10000000000.0,6.738030007453368,0.53131654399354,True,12.68176209385133
7,0.75,0.05,5,500000000000.0,30000000000.0,6.738030007453368,1.8775741842847935,True,3.5886890988650983
7,0.75,0.05,5,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,5,1000000000000.0,10000000000.0,6.738030007453368,0.2566152919417291,True,26.257320662649384
7,0.75,0.05,5,1000000000000.0,30000000000.0,6.738030007453368,0.8268477251138917,True,8.1490579254182
7,0.75,0.05,5,1000000000000.0,100000000000.0,6.738030007453368,3.950592566188031,True,1.7055745168768353
7,0.75,0.05,5,5000000000000.0,10000000000.0,6.738030007453368,0.049989725098152984,True,100.0
7,0.75,0.05,5,5000000000000.0,30000000000.0,6.738030007453368,0.1519339671925661,True,44.34841090480687
7,0.75,0.05,5,5000000000000.0,100000000000.0,6.738030007453368,0.53131654399354,True,12.68176209385133
7,0.75,0.05,7,100000000000.0,10000000000.0,6.738030007453368,2.821851832991451,True,2.3878043236275692
7,0.75,0.05,7,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,7,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,7,500000000000.0,10000000000.0,6.738030007453368,0.37951181713824295,True,17.754466931391857
7,0.75,0.05,7,500000000000.0,30000000000.0,6.738030007453368,1.341124417346281,True,5.024164738411137
7,0.75,0.05,7,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,7,1000000000000.0,10000000000.0,6.738030007453368,0.18329663710123512,True,36.76024892770913
7,0.75,0.05,7,1000000000000.0,30000000000.0,6.738030007453368,0.5906055179384941,True,11.408681095585477
7,0.75,0.05,7,1000000000000.0,100000000000.0,6.738030007453368,2.821851832991451,True,2.3878043236275692
7,0.75,0.05,7,5000000000000.0,10000000000.0,6.738030007453368,0.035706946498680704,True,100.0
7,0.75,0.05,7,5000000000000.0,30000000000.0,6.738030007453368,0.10852426228040436,True,62.087775266729615
7,0.75,0.05,7,5000000000000.0,100000000000.0,6.738030007453368,0.37951181713824295,True,17.754466931391857
7,0.75,0.05,10,100000000000.0,10000000000.0,6.738030007453368,1.9752962830940155,True,3.4111490337536705
7,0.75,0.05,10,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,10,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,10,500000000000.0,10000000000.0,6.738030007453368,0.26565827199677,True,25.36352418770266
7,0.75,0.05,10,500000000000.0,30000000000.0,6.738030007453368,0.9387870921423968,True,7.177378197730197
7,0.75,0.05,10,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.05,10,1000000000000.0,10000000000.0,6.738030007453368,0.12830764597086455,True,52.51464132529877
7,0.75,0.05,10,1000000000000.0,30000000000.0,6.738030007453368,0.41342386255694585,True,16.2981158508364
7,0.75,0.05,10,1000000000000.0,100000000000.0,6.738030007453368,1.9752962830940155,True,3.4111490337536705
7,0.75,0.05,10,5000000000000.0,10000000000.0,6.738030007453368,0.024994862549076492,True,100.0
7,0.75,0.05,10,5000000000000.0,30000000000.0,6.738030007453368,0.07596698359628305,True,88.69682180961374
7,0.75,0.05,10,5000000000000.0,100000000000.0,6.738030007453368,0.26565827199677,True,25.36352418770266
7,0.75,0.1,3,100000000000.0,10000000000.0,6.738030007453368,3.205484620077397,True,2.102031613332363
7,0.75,0.1,3,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,3,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,3,500000000000.0,10000000000.0,6.738030007453368,0.4311067217461339,True,15.629610181353646
7,0.75,0.1,3,500000000000.0,30000000000.0,6.738030007453368,1.5234512468560177,True,4.422872094764306
7,0.75,0.1,3,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,3,1000000000000.0,10000000000.0,6.738030007453368,0.20821594680151914,True,32.36077788929569
7,0.75,0.1,3,1000000000000.0,30000000000.0,6.738030007453368,0.6708987630572111,True,10.043288762001758
7,0.75,0.1,3,1000000000000.0,100000000000.0,6.738030007453368,3.205484620077397,True,2.102031613332363
7,0.75,0.1,3,5000000000000.0,10000000000.0,6.738030007453368,0.040561331567189426,True,100.0
7,0.75,0.1,3,5000000000000.0,30000000000.0,6.738030007453368,0.12327821382326126,True,54.657102812289246
7,0.75,0.1,3,5000000000000.0,100000000000.0,6.738030007453368,0.4311067217461339,True,15.629610181353646
7,0.75,0.1,5,100000000000.0,10000000000.0,6.738030007453368,1.9232907720464383,True,3.5033860222206052
7,0.75,0.1,5,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,5,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,5,500000000000.0,10000000000.0,6.738030007453368,0.2586640330476803,True,26.04935030225608
7,0.75,0.1,5,500000000000.0,30000000000.0,6.738030007453368,0.9140707481136106,True,7.371453491273843
7,0.75,0.1,5,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,5,1000000000000.0,10000000000.0,6.738030007453368,0.12492956808091148,True,53.93462981549282
7,0.75,0.1,5,1000000000000.0,30000000000.0,6.738030007453368,0.4025392578343266,True,16.738814603336266
7,0.75,0.1,5,1000000000000.0,100000000000.0,6.738030007453368,1.9232907720464383,True,3.5033860222206052
7,0.75,0.1,5,5000000000000.0,10000000000.0,6.738030007453368,0.024336798940313653,True,100.0
7,0.75,0.1,5,5000000000000.0,30000000000.0,6.738030007453368,0.07396692829395675,True,91.09517135381542
7,0.75,0.1,5,5000000000000.0,100000000000.0,6.738030007453368,0.2586640330476803,True,26.04935030225608
7,0.75,0.1,7,100000000000.0,10000000000.0,6.738030007453368,1.3737791228903133,True,4.904740431108846
7,0.75,0.1,7,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,7,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,7,500000000000.0,10000000000.0,6.738030007453368,0.18476002360548596,True,36.469090423158505
7,0.75,0.1,7,500000000000.0,30000000000.0,6.738030007453368,0.6529076772240077,True,10.320034887783377
7,0.75,0.1,7,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,7,1000000000000.0,10000000000.0,6.738030007453368,0.08923540577207964,True,75.50848174168993
7,0.75,0.1,7,1000000000000.0,30000000000.0,6.738030007453368,0.28752804131023335,True,23.434340444670767
7,0.75,0.1,7,1000000000000.0,100000000000.0,6.738030007453368,1.3737791228903133,True,4.904740431108846
7,0.75,0.1,7,5000000000000.0,10000000000.0,6.738030007453368,0.017383427814509755,True,100.0
7,0.75,0.1,7,5000000000000.0,30000000000.0,6.738030007453368,0.05283352020996911,True,100.0
7,0.75,0.1,7,5000000000000.0,100000000000.0,6.738030007453368,0.18476002360548596,True,36.469090423158505
7,0.75,0.1,10,100000000000.0,10000000000.0,6.738030007453368,0.9616453860232191,True,7.0067720444412105
7,0.75,0.1,10,100000000000.0,30000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,10,100000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,10,500000000000.0,10000000000.0,6.738030007453368,0.12933201652384016,True,52.09870060451216
7,0.75,0.1,10,500000000000.0,30000000000.0,6.738030007453368,0.4570353740568053,True,14.742906982547686
7,0.75,0.1,10,500000000000.0,100000000000.0,6.738030007453368,inf,False,0.0
7,0.75,0.1,10,1000000000000.0,10000000000.0,6.738030007453368,0.06246478404045574,True,100.0
7,0.75,0.1,10,1000000000000.0,30000000000.0,6.738030007453368,0.2012696289171633,True,33.47762920667253
7,0.75,0.1,10,1000000000000.0,100000000000.0,6.738030007453368,0.9616453860232191,True,7.0067720444412105
7,0.75,0.1,10,5000000000000.0,10000000000.0,6.738030007453368,0.012168399470156827,True,100.0
7,0.75,0.1,10,5000000000000.0,30000000000.0,6.738030007453368,0.036983464146978375,True,100.0
7,0.75,0.1,10,5000000000000.0,100000000000.0,6.738030007453368,0.12933201652384016,True,52.09870060451216
7,1.0,0.01,3,100000000000.0,10000000000.0,12.726547057234338,33.60400263508838,False,0.3787211659109212
7,1.0,0.01,3,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,3,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,3,500000000000.0,10000000000.0,12.726547057234338,4.519413795599994,True,2.8159729630476935
7,1.0,0.01,3,500000000000.0,30000000000.0,12.726547057234338,15.970770657618129,False,0.7968649309458162
7,1.0,0.01,3,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,3,1000000000000.0,10000000000.0,12.726547057234338,2.182786709117553,True,5.830412565769823
7,1.0,0.01,3,1000000000000.0,30000000000.0,12.726547057234338,7.033221641571221,True,1.8094904022378042
7,1.0,0.01,3,1000000000000.0,100000000000.0,12.726547057234338,33.60400263508838,False,0.3787211659109212
7,1.0,0.01,3,5000000000000.0,10000000000.0,12.726547057234338,0.42521592034143535,True,29.92961093040757
7,1.0,0.01,3,5000000000000.0,30000000000.0,12.726547057234338,1.2923604113457998,True,9.84752159343967
7,1.0,0.01,3,5000000000000.0,100000000000.0,12.726547057234338,4.519413795599994,True,2.8159729630476935
7,1.0,0.01,5,100000000000.0,10000000000.0,12.726547057234338,20.16240158105303,False,0.6312019431848686
7,1.0,0.01,5,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,5,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,5,500000000000.0,10000000000.0,12.726547057234338,2.7116482773599966,True,4.693288271746155
7,1.0,0.01,5,500000000000.0,30000000000.0,12.726547057234338,9.582462394570877,True,1.328108218243027
7,1.0,0.01,5,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,5,1000000000000.0,10000000000.0,12.726547057234338,1.3096720254705316,True,9.717354276283038
7,1.0,0.01,5,1000000000000.0,30000000000.0,12.726547057234338,4.219932984942733,True,3.015817337063007
7,1.0,0.01,5,1000000000000.0,100000000000.0,12.726547057234338,20.16240158105303,False,0.6312019431848686
7,1.0,0.01,5,5000000000000.0,10000000000.0,12.726547057234338,0.2551295522048612,True,49.88268488401261
7,1.0,0.01,5,5000000000000.0,30000000000.0,12.726547057234338,0.7754162468074799,True,16.412535989066118
7,1.0,0.01,5,5000000000000.0,100000000000.0,12.726547057234338,2.7116482773599966,True,4.693288271746155
7,1.0,0.01,7,100000000000.0,10000000000.0,12.726547057234338,14.401715415037879,False,0.8836827204588159
7,1.0,0.01,7,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,7,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,7,500000000000.0,10000000000.0,12.726547057234338,1.9368916266857121,True,6.570603580444617
7,1.0,0.01,7,500000000000.0,30000000000.0,12.726547057234338,6.844615996122056,True,1.8593515055402376
7,1.0,0.01,7,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,7,1000000000000.0,10000000000.0,12.726547057234338,0.9354800181932369,True,13.604295986796252
7,1.0,0.01,7,1000000000000.0,30000000000.0,12.726547057234338,3.0142378463876667,True,4.222144271888209
7,1.0,0.01,7,1000000000000.0,100000000000.0,12.726547057234338,14.401715415037879,False,0.8836827204588159
7,1.0,0.01,7,5000000000000.0,10000000000.0,12.726547057234338,0.18223539443204376,True,69.83575883761765
7,1.0,0.01,7,5000000000000.0,30000000000.0,12.726547057234338,0.5538687477196286,True,22.97755038469256
7,1.0,0.01,7,5000000000000.0,100000000000.0,12.726547057234338,1.9368916266857121,True,6.570603580444617
7,1.0,0.01,10,100000000000.0,10000000000.0,12.726547057234338,10.081200790526514,True,1.262403886369737
7,1.0,0.01,10,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,10,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,10,500000000000.0,10000000000.0,12.726547057234338,1.3558241386799983,True,9.38657654349231
7,1.0,0.01,10,500000000000.0,30000000000.0,12.726547057234338,4.7912311972854384,True,2.656216436486054
7,1.0,0.01,10,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.01,10,1000000000000.0,10000000000.0,12.726547057234338,0.6548360127352658,True,19.434708552566075
7,1.0,0.01,10,1000000000000.0,30000000000.0,12.726547057234338,2.1099664924713664,True,6.031634674126014
7,1.0,0.01,10,1000000000000.0,100000000000.0,12.726547057234338,10.081200790526514,True,1.262403886369737
7,1.0,0.01,10,5000000000000.0,10000000000.0,12.726547057234338,0.1275647761024306,True,99.76536976802522
7,1.0,0.01,10,5000000000000.0,30000000000.0,12.726547057234338,0.38770812340373995,True,32.825071978132236
7,1.0,0.01,10,5000000000000.0,100000000000.0,12.726547057234338,1.3558241386799983,True,9.38657654349231
7,1.0,0.02,3,100000000000.0,10000000000.0,12.726547057234338,16.717141281936534,False,0.7612872824725018
7,1.0,0.02,3,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,3,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,3,500000000000.0,10000000000.0,12.726547057234338,2.2482940426176836,True,5.660534972737306
7,1.0,0.02,3,500000000000.0,30000000000.0,12.726547057234338,7.945054414024764,True,1.6018199994664846
7,1.0,0.02,3,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,3,1000000000000.0,10000000000.0,12.726547057234338,1.0858811731716038,True,11.720018149005277
7,1.0,0.02,3,1000000000000.0,30000000000.0,12.726547057234338,3.498849858038957,True,3.637351579403679
7,1.0,0.02,3,1000000000000.0,100000000000.0,12.726547057234338,16.717141281936534,False,0.7612872824725018
7,1.0,0.02,3,5000000000000.0,10000000000.0,12.726547057234338,0.21153416433356828,True,60.163080972423174
7,1.0,0.02,3,5000000000000.0,30000000000.0,12.726547057234338,0.6429166137813134,True,19.795019734181647
7,1.0,0.02,3,5000000000000.0,100000000000.0,12.726547057234338,2.2482940426176836,True,5.660534972737306
7,1.0,0.02,5,100000000000.0,10000000000.0,12.726547057234338,10.03028476916192,True,1.2688121374541697
7,1.0,0.02,5,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,5,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,5,500000000000.0,10000000000.0,12.726547057234338,1.34897642557061,True,9.434224954562179
7,1.0,0.02,5,500000000000.0,30000000000.0,12.726547057234338,4.767032648414858,True,2.669699999110808
7,1.0,0.02,5,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,5,1000000000000.0,10000000000.0,12.726547057234338,0.6515287039029622,True,19.533363581675463
7,1.0,0.02,5,1000000000000.0,30000000000.0,12.726547057234338,2.099309914823374,True,6.062252632339466
7,1.0,0.02,5,1000000000000.0,100000000000.0,12.726547057234338,10.03028476916192,True,1.2688121374541697
7,1.0,0.02,5,5000000000000.0,10000000000.0,12.726547057234338,0.12692049860014096,True,100.0
7,1.0,0.02,5,5000000000000.0,30000000000.0,12.726547057234338,0.38574996826878793,True,32.991699556969415
7,1.0,0.02,5,5000000000000.0,100000000000.0,12.726547057234338,1.34897642557061,True,9.434224954562179
7,1.0,0.02,7,100000000000.0,10000000000.0,12.726547057234338,7.164489120829943,True,1.7763369924358374
7,1.0,0.02,7,100000000000.0,30000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,7,100000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,7,500000000000.0,10000000000.0,12.726547057234338,0.963554589693293,True,13.207914936387048
7,1.0,0.02,7,500000000000.0,30000000000.0,12.726547057234338,3.405023320296327,True,3.737579998755131
7,1.0,0.02,7,500000000000.0,100000000000.0,12.726547057234338,inf,False,0.0
7,1.0,0.02,7,1000000000000.0,10000000000.0,12.726547057234338,0.465377645644973,True,27.34670901434565
7,1.0,0.02,7,1000000000000.0,30000000000.0,12.726547057234338,1.4995070820166958,True,8.487153685275251
7,1.0,0.02,7,1000000000000.0,100000000000.0,12.726547057234338,7.164489120829943,True,1.7763369924358374
7,1.0,0.02,7,5000000000000.0,10000000000.0,12.726547057234338,0.09065749900010069,True,100.0
