z,alpha,epsilon,N_dyn,M_halo,M_star_target,A_available,A_needed,feasible,margin
12,2.0,0.01,5,500000000000.0,10000000000.0,692.7399999999999,2.7116482773599966,True,100.0
12,2.0,0.01,5,500000000000.0,30000000000.0,692.7399999999999,9.582462394570877,True,72.29248302529052
12,2.0,0.01,5,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,5,1000000000000.0,10000000000.0,692.7399999999999,1.3096720254705316,True,100.0
12,2.0,0.01,5,1000000000000.0,30000000000.0,692.7399999999999,4.219932984942733,True,100.0
12,2.0,0.01,5,1000000000000.0,100000000000.0,692.7399999999999,20.16240158105303,True,34.35801024075327
12,2.0,0.01,5,5000000000000.0,10000000000.0,692.7399999999999,0.2551295522048612,True,100.0
12,2.0,0.01,5,5000000000000.0,30000000000.0,692.7399999999999,0.7754162468074799,True,100.0
12,2.0,0.01,5,5000000000000.0,100000000000.0,692.7399999999999,2.7116482773599966,True,100.0
12,2.0,0.01,7,100000000000.0,10000000000.0,692.7399999999999,14.401715415037879,True,48.10121433705457
12,2.0,0.01,7,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,7,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,7,500000000000.0,10000000000.0,692.7399999999999,1.9368916266857121,True,100.0
12,2.0,0.01,7,500000000000.0,30000000000.0,692.7399999999999,6.844615996122056,True,100.0
12,2.0,0.01,7,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,7,1000000000000.0,10000000000.0,692.7399999999999,0.9354800181932369,True,100.0
12,2.0,0.01,7,1000000000000.0,30000000000.0,692.7399999999999,3.0142378463876667,True,100.0
12,2.0,0.01,7,1000000000000.0,100000000000.0,692.7399999999999,14.401715415037879,True,48.10121433705457
12,2.0,0.01,7,5000000000000.0,10000000000.0,692.7399999999999,0.18223539443204376,True,100.0
12,2.0,0.01,7,5000000000000.0,30000000000.0,692.7399999999999,0.5538687477196286,True,100.0
12,2.0,0.01,7,5000000000000.0,100000000000.0,692.7399999999999,1.9368916266857121,True,100.0
12,2.0,0.01,10,100000000000.0,10000000000.0,692.7399999999999,10.081200790526514,True,68.71602048150655
12,2.0,0.01,10,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,10,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,10,500000000000.0,10000000000.0,692.7399999999999,1.3558241386799983,True,100.0
12,2.0,0.01,10,500000000000.0,30000000000.0,692.7399999999999,4.7912311972854384,True,100.0
12,2.0,0.01,10,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.01,10,1000000000000.0,10000000000.0,692.7399999999999,0.6548360127352658,True,100.0
12,2.0,0.01,10,1000000000000.0,30000000000.0,692.7399999999999,2.1099664924713664,True,100.0
12,2.0,0.01,10,1000000000000.0,100000000000.0,692.7399999999999,10.081200790526514,True,68.71602048150655
12,2.0,0.01,10,5000000000000.0,10000000000.0,692.7399999999999,0.1275647761024306,True,100.0
12,2.0,0.01,10,5000000000000.0,30000000000.0,692.7399999999999,0.38770812340373995,True,100.0
12,2.0,0.01,10,5000000000000.0,100000000000.0,692.7399999999999,1.3558241386799983,True,100.0
12,2.0,0.02,3,100000000000.0,10000000000.0,692.7399999999999,16.717141281936534,True,41.43890323811106
12,2.0,0.02,3,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,3,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,3,500000000000.0,10000000000.0,692.7399999999999,2.2482940426176836,True,100.0
12,2.0,0.02,3,500000000000.0,30000000000.0,692.7399999999999,7.945054414024764,True,87.19134745976841
12,2.0,0.02,3,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,3,1000000000000.0,10000000000.0,692.7399999999999,1.0858811731716038,True,100.0
12,2.0,0.02,3,1000000000000.0,30000000000.0,692.7399999999999,3.498849858038957,True,100.0
12,2.0,0.02,3,1000000000000.0,100000000000.0,692.7399999999999,16.717141281936534,True,41.43890323811106
12,2.0,0.02,3,5000000000000.0,10000000000.0,692.7399999999999,0.21153416433356828,True,100.0
12,2.0,0.02,3,5000000000000.0,30000000000.0,692.7399999999999,0.6429166137813134,True,100.0
12,2.0,0.02,3,5000000000000.0,100000000000.0,692.7399999999999,2.2482940426176836,True,100.0
12,2.0,0.02,5,100000000000.0,10000000000.0,692.7399999999999,10.03028476916192,True,69.0648387301851
12,2.0,0.02,5,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,5,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,5,500000000000.0,10000000000.0,692.7399999999999,1.34897642557061,True,100.0
12,2.0,0.02,5,500000000000.0,30000000000.0,692.7399999999999,4.767032648414858,True,100.0
12,2.0,0.02,5,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,5,1000000000000.0,10000000000.0,692.7399999999999,0.6515287039029622,True,100.0
12,2.0,0.02,5,1000000000000.0,30000000000.0,692.7399999999999,2.099309914823374,True,100.0
12,2.0,0.02,5,1000000000000.0,100000000000.0,692.7399999999999,10.03028476916192,True,69.0648387301851
12,2.0,0.02,5,5000000000000.0,10000000000.0,692.7399999999999,0.12692049860014096,True,100.0
12,2.0,0.02,5,5000000000000.0,30000000000.0,692.7399999999999,0.38574996826878793,True,100.0
12,2.0,0.02,5,5000000000000.0,100000000000.0,692.7399999999999,1.34897642557061,True,100.0
12,2.0,0.02,7,100000000000.0,10000000000.0,692.7399999999999,7.164489120829943,True,96.69077422225914
12,2.0,0.02,7,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,7,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,7,500000000000.0,10000000000.0,692.7399999999999,0.963554589693293,True,100.0
12,2.0,0.02,7,500000000000.0,30000000000.0,692.7399999999999,3.405023320296327,True,100.0
12,2.0,0.02,7,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,7,1000000000000.0,10000000000.0,692.7399999999999,0.465377645644973,True,100.0
12,2.0,0.02,7,1000000000000.0,30000000000.0,692.7399999999999,1.4995070820166958,True,100.0
12,2.0,0.02,7,1000000000000.0,100000000000.0,692.7399999999999,7.164489120829943,True,96.69077422225914
12,2.0,0.02,7,5000000000000.0,10000000000.0,692.7399999999999,0.09065749900010069,True,100.0
12,2.0,0.02,7,5000000000000.0,30000000000.0,692.7399999999999,0.27553569162056285,True,100.0
12,2.0,0.02,7,5000000000000.0,100000000000.0,692.7399999999999,0.963554589693293,True,100.0
12,2.0,0.02,10,100000000000.0,10000000000.0,692.7399999999999,5.01514238458096,True,100.0
12,2.0,0.02,10,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,10,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,10,500000000000.0,10000000000.0,692.7399999999999,0.674488212785305,True,100.0
12,2.0,0.02,10,500000000000.0,30000000000.0,692.7399999999999,2.383516324207429,True,100.0
12,2.0,0.02,10,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.02,10,1000000000000.0,10000000000.0,692.7399999999999,0.3257643519514811,True,100.0
12,2.0,0.02,10,1000000000000.0,30000000000.0,692.7399999999999,1.049654957411687,True,100.0
12,2.0,0.02,10,1000000000000.0,100000000000.0,692.7399999999999,5.01514238458096,True,100.0
12,2.0,0.02,10,5000000000000.0,10000000000.0,692.7399999999999,0.06346024930007048,True,100.0
12,2.0,0.02,10,5000000000000.0,30000000000.0,692.7399999999999,0.19287498413439397,True,100.0
12,2.0,0.02,10,5000000000000.0,100000000000.0,692.7399999999999,0.674488212785305,True,100.0
12,2.0,0.05,3,100000000000.0,10000000000.0,692.7399999999999,6.584320943646719,True,100.0
12,2.0,0.05,3,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,3,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,3,500000000000.0,10000000000.0,692.7399999999999,0.8855275733225669,True,100.0
12,2.0,0.05,3,500000000000.0,30000000000.0,692.7399999999999,3.1292903071413227,True,100.0
12,2.0,0.05,3,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,3,1000000000000.0,10000000000.0,692.7399999999999,0.4276921532362153,True,100.0
12,2.0,0.05,3,1000000000000.0,30000000000.0,692.7399999999999,1.3780795418564864,True,100.0
12,2.0,0.05,3,1000000000000.0,100000000000.0,692.7399999999999,6.584320943646719,True,100.0
12,2.0,0.05,3,5000000000000.0,10000000000.0,692.7399999999999,0.08331620849692165,True,100.0
12,2.0,0.05,3,5000000000000.0,30000000000.0,692.7399999999999,0.25322327865427685,True,100.0
12,2.0,0.05,3,5000000000000.0,100000000000.0,692.7399999999999,0.8855275733225669,True,100.0
12,2.0,0.05,5,100000000000.0,10000000000.0,692.7399999999999,3.950592566188031,True,100.0
12,2.0,0.05,5,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,5,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,5,500000000000.0,10000000000.0,692.7399999999999,0.53131654399354,True,100.0
12,2.0,0.05,5,500000000000.0,30000000000.0,692.7399999999999,1.8775741842847935,True,100.0
12,2.0,0.05,5,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,5,1000000000000.0,10000000000.0,692.7399999999999,0.2566152919417291,True,100.0
12,2.0,0.05,5,1000000000000.0,30000000000.0,692.7399999999999,0.8268477251138917,True,100.0
12,2.0,0.05,5,1000000000000.0,100000000000.0,692.7399999999999,3.950592566188031,True,100.0
12,2.0,0.05,5,5000000000000.0,10000000000.0,692.7399999999999,0.049989725098152984,True,100.0
12,2.0,0.05,5,5000000000000.0,30000000000.0,692.7399999999999,0.1519339671925661,True,100.0
12,2.0,0.05,5,5000000000000.0,100000000000.0,692.7399999999999,0.53131654399354,True,100.0
12,2.0,0.05,7,100000000000.0,10000000000.0,692.7399999999999,2.821851832991451,True,100.0
12,2.0,0.05,7,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,7,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,7,500000000000.0,10000000000.0,692.7399999999999,0.37951181713824295,True,100.0
12,2.0,0.05,7,500000000000.0,30000000000.0,692.7399999999999,1.341124417346281,True,100.0
12,2.0,0.05,7,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,7,1000000000000.0,10000000000.0,692.7399999999999,0.18329663710123512,True,100.0
12,2.0,0.05,7,1000000000000.0,30000000000.0,692.7399999999999,0.5906055179384941,True,100.0
12,2.0,0.05,7,1000000000000.0,100000000000.0,692.7399999999999,2.821851832991451,True,100.0
12,2.0,0.05,7,5000000000000.0,10000000000.0,692.7399999999999,0.035706946498680704,True,100.0
12,2.0,0.05,7,5000000000000.0,30000000000.0,692.7399999999999,0.10852426228040436,True,100.0
12,2.0,0.05,7,5000000000000.0,100000000000.0,692.7399999999999,0.37951181713824295,True,100.0
12,2.0,0.05,10,100000000000.0,10000000000.0,692.7399999999999,1.9752962830940155,True,100.0
12,2.0,0.05,10,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,10,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,10,500000000000.0,10000000000.0,692.7399999999999,0.26565827199677,True,100.0
12,2.0,0.05,10,500000000000.0,30000000000.0,692.7399999999999,0.9387870921423968,True,100.0
12,2.0,0.05,10,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.05,10,1000000000000.0,10000000000.0,692.7399999999999,0.12830764597086455,True,100.0
12,2.0,0.05,10,1000000000000.0,30000000000.0,692.7399999999999,0.41342386255694585,True,100.0
12,2.0,0.05,10,1000000000000.0,100000000000.0,692.7399999999999,1.9752962830940155,True,100.0
12,2.0,0.05,10,5000000000000.0,10000000000.0,692.7399999999999,0.024994862549076492,True,100.0
12,2.0,0.05,10,5000000000000.0,30000000000.0,692.7399999999999,0.07596698359628305,True,100.0
12,2.0,0.05,10,5000000000000.0,100000000000.0,692.7399999999999,0.26565827199677,True,100.0
12,2.0,0.1,3,100000000000.0,10000000000.0,692.7399999999999,3.205484620077397,True,100.0
12,2.0,0.1,3,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,3,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,3,500000000000.0,10000000000.0,692.7399999999999,0.4311067217461339,True,100.0
12,2.0,0.1,3,500000000000.0,30000000000.0,692.7399999999999,1.5234512468560177,True,100.0
12,2.0,0.1,3,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,3,1000000000000.0,10000000000.0,692.7399999999999,0.20821594680151914,True,100.0
12,2.0,0.1,3,1000000000000.0,30000000000.0,692.7399999999999,0.6708987630572111,True,100.0
12,2.0,0.1,3,1000000000000.0,100000000000.0,692.7399999999999,3.205484620077397,True,100.0
12,2.0,0.1,3,5000000000000.0,10000000000.0,692.7399999999999,0.040561331567189426,True,100.0
12,2.0,0.1,3,5000000000000.0,30000000000.0,692.7399999999999,0.12327821382326126,True,100.0
12,2.0,0.1,3,5000000000000.0,100000000000.0,692.7399999999999,0.4311067217461339,True,100.0
12,2.0,0.1,5,100000000000.0,10000000000.0,692.7399999999999,1.9232907720464383,True,100.0
12,2.0,0.1,5,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,5,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,5,500000000000.0,10000000000.0,692.7399999999999,0.2586640330476803,True,100.0
12,2.0,0.1,5,500000000000.0,30000000000.0,692.7399999999999,0.9140707481136106,True,100.0
12,2.0,0.1,5,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,5,1000000000000.0,10000000000.0,692.7399999999999,0.12492956808091148,True,100.0
12,2.0,0.1,5,1000000000000.0,30000000000.0,692.7399999999999,0.4025392578343266,True,100.0
12,2.0,0.1,5,1000000000000.0,100000000000.0,692.7399999999999,1.9232907720464383,True,100.0
12,2.0,0.1,5,5000000000000.0,10000000000.0,692.7399999999999,0.024336798940313653,True,100.0
12,2.0,0.1,5,5000000000000.0,30000000000.0,692.7399999999999,0.07396692829395675,True,100.0
12,2.0,0.1,5,5000000000000.0,100000000000.0,692.7399999999999,0.2586640330476803,True,100.0
12,2.0,0.1,7,100000000000.0,10000000000.0,692.7399999999999,1.3737791228903133,True,100.0
12,2.0,0.1,7,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,7,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,7,500000000000.0,10000000000.0,692.7399999999999,0.18476002360548596,True,100.0
12,2.0,0.1,7,500000000000.0,30000000000.0,692.7399999999999,0.6529076772240077,True,100.0
12,2.0,0.1,7,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,7,1000000000000.0,10000000000.0,692.7399999999999,0.08923540577207964,True,100.0
12,2.0,0.1,7,1000000000000.0,30000000000.0,692.7399999999999,0.28752804131023335,True,100.0
12,2.0,0.1,7,1000000000000.0,100000000000.0,692.7399999999999,1.3737791228903133,True,100.0
12,2.0,0.1,7,5000000000000.0,10000000000.0,692.7399999999999,0.017383427814509755,True,100.0
12,2.0,0.1,7,5000000000000.0,30000000000.0,692.7399999999999,0.05283352020996911,True,100.0
12,2.0,0.1,7,5000000000000.0,100000000000.0,692.7399999999999,0.18476002360548596,True,100.0
12,2.0,0.1,10,100000000000.0,10000000000.0,692.7399999999999,0.9616453860232191,True,100.0
12,2.0,0.1,10,100000000000.0,30000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,10,100000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,10,500000000000.0,10000000000.0,692.7399999999999,0.12933201652384016,True,100.0
12,2.0,0.1,10,500000000000.0,30000000000.0,692.7399999999999,0.4570353740568053,True,100.0
12,2.0,0.1,10,500000000000.0,100000000000.0,692.7399999999999,inf,False,0.0
12,2.0,0.1,10,1000000000000.0,10000000000.0,692.7399999999999,0.06246478404045574,True,100.0
12,2.0,0.1,10,1000000000000.0,30000000000.0,692.7399999999999,0.2012696289171633,True,100.0
12,2.0,0.1,10,1000000000000.0,100000000000.0,692.7399999999999,0.9616453860232191,True,100.0
12,2.0,0.1,10,5000000000000.0,10000000000.0,692.7399999999999,0.012168399470156827,True,100.0
12,2.0,0.1,10,5000000000000.0,30000000000.0,692.7399999999999,0.036983464146978375,True,100.0
12,2.0,0.1,10,5000000000000.0,100000000000.0,692.7399999999999,0.12933201652384016,True,100.0
15,0.5,0.01,3,100000000000.0,10000000000.0,5.994117512144502,33.60400263508838,False,0.17837510540740195
15,0.5,0.01,3,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,3,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,3,500000000000.0,10000000000.0,5.994117512144502,4.519413795599994,True,1.3263042029876195
15,0.5,0.01,3,500000000000.0,30000000000.0,5.994117512144502,15.970770657618129,False,0.3753179881326066
15,0.5,0.01,3,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,3,1000000000000.0,10000000000.0,5.994117512144502,2.182786709117553,True,2.7460848497505177
15,0.5,0.01,3,1000000000000.0,30000000000.0,5.994117512144502,7.033221641571221,False,0.852257730186563
15,0.5,0.01,3,1000000000000.0,100000000000.0,5.994117512144502,33.60400263508838,False,0.17837510540740195
15,0.5,0.01,3,5000000000000.0,10000000000.0,5.994117512144502,0.42521592034143535,True,14.096644141008195
15,0.5,0.01,3,5000000000000.0,30000000000.0,5.994117512144502,1.2923604113457998,True,4.638116008136249
15,0.5,0.01,3,5000000000000.0,100000000000.0,5.994117512144502,4.519413795599994,True,1.3263042029876195
15,0.5,0.01,5,100000000000.0,10000000000.0,5.994117512144502,20.16240158105303,False,0.29729184234566985
15,0.5,0.01,5,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,5,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,5,500000000000.0,10000000000.0,5.994117512144502,2.7116482773599966,True,2.2105070049793656
15,0.5,0.01,5,500000000000.0,30000000000.0,5.994117512144502,9.582462394570877,False,0.6255299802210109
15,0.5,0.01,5,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,5,1000000000000.0,10000000000.0,5.994117512144502,1.3096720254705316,True,4.5768080829175295
15,0.5,0.01,5,1000000000000.0,30000000000.0,5.994117512144502,4.219932984942733,True,1.4204295503109385
15,0.5,0.01,5,1000000000000.0,100000000000.0,5.994117512144502,20.16240158105303,False,0.29729184234566985
15,0.5,0.01,5,5000000000000.0,10000000000.0,5.994117512144502,0.2551295522048612,True,23.494406901680325
15,0.5,0.01,5,5000000000000.0,30000000000.0,5.994117512144502,0.7754162468074799,True,7.730193346893748
15,0.5,0.01,5,5000000000000.0,100000000000.0,5.994117512144502,2.7116482773599966,True,2.2105070049793656
15,0.5,0.01,7,100000000000.0,10000000000.0,5.994117512144502,14.401715415037879,False,0.4162085792839378
15,0.5,0.01,7,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,7,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,7,500000000000.0,10000000000.0,5.994117512144502,1.9368916266857121,True,3.094709806971111
15,0.5,0.01,7,500000000000.0,30000000000.0,5.994117512144502,6.844615996122056,False,0.8757419723094152
15,0.5,0.01,7,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,7,1000000000000.0,10000000000.0,5.994117512144502,0.9354800181932369,True,6.407531316084541
15,0.5,0.01,7,1000000000000.0,30000000000.0,5.994117512144502,3.0142378463876667,True,1.9886013704353136
15,0.5,0.01,7,1000000000000.0,100000000000.0,5.994117512144502,14.401715415037879,False,0.4162085792839378
15,0.5,0.01,7,5000000000000.0,10000000000.0,5.994117512144502,0.18223539443204376,True,32.89216966235245
15,0.5,0.01,7,5000000000000.0,30000000000.0,5.994117512144502,0.5538687477196286,True,10.822270685651247
15,0.5,0.01,7,5000000000000.0,100000000000.0,5.994117512144502,1.9368916266857121,True,3.094709806971111
15,0.5,0.01,10,100000000000.0,10000000000.0,5.994117512144502,10.081200790526514,False,0.5945836846913397
15,0.5,0.01,10,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,10,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,10,500000000000.0,10000000000.0,5.994117512144502,1.3558241386799983,True,4.421014009958731
15,0.5,0.01,10,500000000000.0,30000000000.0,5.994117512144502,4.7912311972854384,True,1.2510599604420218
15,0.5,0.01,10,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.01,10,1000000000000.0,10000000000.0,5.994117512144502,0.6548360127352658,True,9.153616165835059
15,0.5,0.01,10,1000000000000.0,30000000000.0,5.994117512144502,2.1099664924713664,True,2.840859100621877
15,0.5,0.01,10,1000000000000.0,100000000000.0,5.994117512144502,10.081200790526514,False,0.5945836846913397
15,0.5,0.01,10,5000000000000.0,10000000000.0,5.994117512144502,0.1275647761024306,True,46.98881380336065
15,0.5,0.01,10,5000000000000.0,30000000000.0,5.994117512144502,0.38770812340373995,True,15.460386693787497
15,0.5,0.01,10,5000000000000.0,100000000000.0,5.994117512144502,1.3558241386799983,True,4.421014009958731
15,0.5,0.02,3,100000000000.0,10000000000.0,5.994117512144502,16.717141281936534,False,0.3585611565430364
15,0.5,0.02,3,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,3,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,3,500000000000.0,10000000000.0,5.994117512144502,2.2482940426176836,True,2.6660736534112615
15,0.5,0.02,3,500000000000.0,30000000000.0,5.994117512144502,7.945054414024764,False,0.7544463762971302
15,0.5,0.02,3,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,3,1000000000000.0,10000000000.0,5.994117512144502,1.0858811731716038,True,5.520049210022762
15,0.5,0.02,3,1000000000000.0,30000000000.0,5.994117512144502,3.498849858038957,True,1.7131679710040768
15,0.5,0.02,3,1000000000000.0,100000000000.0,5.994117512144502,16.717141281936534,False,0.3585611565430364
15,0.5,0.02,3,5000000000000.0,10000000000.0,5.994117512144502,0.21153416433356828,True,28.336403866622586
15,0.5,0.02,3,5000000000000.0,30000000000.0,5.994117512144502,0.6429166137813134,True,9.323320293264949
15,0.5,0.02,3,5000000000000.0,100000000000.0,5.994117512144502,2.2482940426176836,True,2.6660736534112615
15,0.5,0.02,5,100000000000.0,10000000000.0,5.994117512144502,10.03028476916192,False,0.5976019275717274
15,0.5,0.02,5,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,5,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,5,500000000000.0,10000000000.0,5.994117512144502,1.34897642557061,True,4.4434560890187695
15,0.5,0.02,5,500000000000.0,30000000000.0,5.994117512144502,4.767032648414858,True,1.2574106271618837
15,0.5,0.02,5,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,5,1000000000000.0,10000000000.0,5.994117512144502,0.6515287039029622,True,9.200082016704604
15,0.5,0.02,5,1000000000000.0,30000000000.0,5.994117512144502,2.099309914823374,True,2.8552799516734617
15,0.5,0.02,5,1000000000000.0,100000000000.0,5.994117512144502,10.03028476916192,False,0.5976019275717274
15,0.5,0.02,5,5000000000000.0,10000000000.0,5.994117512144502,0.12692049860014096,True,47.227339777704316
15,0.5,0.02,5,5000000000000.0,30000000000.0,5.994117512144502,0.38574996826878793,True,15.538867155441585
15,0.5,0.02,5,5000000000000.0,100000000000.0,5.994117512144502,1.34897642557061,True,4.4434560890187695
15,0.5,0.02,7,100000000000.0,10000000000.0,5.994117512144502,7.164489120829943,False,0.8366426986004183
15,0.5,0.02,7,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,7,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,7,500000000000.0,10000000000.0,5.994117512144502,0.963554589693293,True,6.220838524626276
15,0.5,0.02,7,500000000000.0,30000000000.0,5.994117512144502,3.405023320296327,True,1.7603748780266373
15,0.5,0.02,7,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,7,1000000000000.0,10000000000.0,5.994117512144502,0.465377645644973,True,12.880114823386446
15,0.5,0.02,7,1000000000000.0,30000000000.0,5.994117512144502,1.4995070820166958,True,3.997391932342846
15,0.5,0.02,7,1000000000000.0,100000000000.0,5.994117512144502,7.164489120829943,False,0.8366426986004183
15,0.5,0.02,7,5000000000000.0,10000000000.0,5.994117512144502,0.09065749900010069,True,66.11827568878604
15,0.5,0.02,7,5000000000000.0,30000000000.0,5.994117512144502,0.27553569162056285,True,21.754414017618213
15,0.5,0.02,7,5000000000000.0,100000000000.0,5.994117512144502,0.963554589693293,True,6.220838524626276
15,0.5,0.02,10,100000000000.0,10000000000.0,5.994117512144502,5.01514238458096,True,1.1952038551434547
15,0.5,0.02,10,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,10,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,10,500000000000.0,10000000000.0,5.994117512144502,0.674488212785305,True,8.886912178037539
15,0.5,0.02,10,500000000000.0,30000000000.0,5.994117512144502,2.383516324207429,True,2.5148212543237674
15,0.5,0.02,10,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.02,10,1000000000000.0,10000000000.0,5.994117512144502,0.3257643519514811,True,18.400164033409208
15,0.5,0.02,10,1000000000000.0,30000000000.0,5.994117512144502,1.049654957411687,True,5.710559903346923
15,0.5,0.02,10,1000000000000.0,100000000000.0,5.994117512144502,5.01514238458096,True,1.1952038551434547
15,0.5,0.02,10,5000000000000.0,10000000000.0,5.994117512144502,0.06346024930007048,True,94.45467955540863
15,0.5,0.02,10,5000000000000.0,30000000000.0,5.994117512144502,0.19287498413439397,True,31.07773431088317
15,0.5,0.02,10,5000000000000.0,100000000000.0,5.994117512144502,0.674488212785305,True,8.886912178037539
15,0.5,0.05,3,100000000000.0,10000000000.0,5.994117512144502,6.584320943646719,False,0.9103622930058246
15,0.5,0.05,3,100000000000.0,30000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.05,3,100000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.05,3,500000000000.0,10000000000.0,5.994117512144502,0.8855275733225669,True,6.768978959801462
15,0.5,0.05,3,500000000000.0,30000000000.0,5.994117512144502,3.1292903071413227,True,1.9154878339236807
15,0.5,0.05,3,500000000000.0,100000000000.0,5.994117512144502,inf,False,0.0
15,0.5,0.05,3,1000000000000.0,10000000000.0,5.994117512144502,0.4276921532362153,True,14.015028021414127
15,0.5,0.05,3,1000000000000.0,30000000000.0,5.994117512144502,1.3780795418564864,True,4.349616498964565
15,0.5,0.05,3,1000000000000.0,100000000000.0,5.994117512144502,6.584320943646719,False,0.9103622930058246
15,0.5,0.05,3,5000000000000.0,10000000000.0,5.994117512144502,0.08331620849692165,True,71.94419453648052
