z,alpha,mu,g_normalized,warp_factor
4.854849699398798,1875512181976.0574,0.20597960017667186,937756090988.0287,0.0424275956889416
4.874869739478958,1911713901788.4116,0.20513368632222842,955856950894.2058,0.042079829264146405
4.894889779559119,1948461721860.8945,0.2042946920226812,974230860930.4473,0.04173632118864216
4.914909819639279,1985761595877.5889,0.20346253272117884,992880797938.7944,0.04139700222131677
4.934929859719439,2023619517726.9453,0.20263712523299207,1011809758863.4727,0.041061804522691314
4.954949899799599,2062041521607.2659,0.20181838771779398,1031020760803.6329,0.040730661621009814
4.9749699398797596,2101033682224.1074,0.20100623965260966,1050516841112.0537,0.040403508379282346
4.99498997995992,2140602114885.751,0.20020060180541624,1070301057442.8755,0.04008028096325083
5.01501002004008,2180752975419.368,0.19940139620937547,1090376487709.684,0.03976091681024834
5.03503006012024,2221492460389.2456,0.1986085461376807,1110746230194.6228,0.03944535459892324
5.055050100200401,2262826807203.119,0.1978219760790019,1131413403601.5596,0.0391335342198012
5.075070140280562,2304762294217.0967,0.19704161171351176,1152381147108.5483,0.03882539674665833
5.095090180360722,2347305240840.422,0.19626737988947668,1173652620420.211,0.03852088440868016
5.115110220440882,2390462007640.0522,0.19549920860039804,1195231003820.0261,0.038219940563381946
5.135130260521042,2434238996445.0684,0.19473702696268774,1217119498222.5342,0.03792250967026657
5.1551503006012025,2478642650450.907,0.19398076519386415,1239321325225.4536,0.037628537265197055
5.175170340681363,2523679454323.4224,0.1932303545912539,1261839727161.7112,0.03733796993546172
5.195190380761523,2569355934302.7725,0.19248572751118656,1284677967151.3862,0.03705075529551076
5.215210420841683,2615678658307.1313,0.19174681734866797,1307839329153.5657,0.036766841963343434
5.235230460921844,2662654236036.2324,0.1910135585175204,1331327118018.1162,0.036486179537526184
5.2552505010020045,2710289319074.7217,0.19028588643097655,1355144659537.3608,0.0362087185748225
5.275270541082165,2758590600995.3687,0.18956373748271513,1379295300497.6843,0.03593441056841574
5.295290581162325,2807564817568.3477,0.18884704902832705,1403782408784.1738,0.03566320792670736
5.315310621242485,2857218746792.0283,0.18813575936720028,1428609373396.0142,0.03539506395267309
5.335330661322645,2907559208881.9307,0.18742980772481246,1453779604440.9653,0.03512993282376017
5.355350701402806,2958593066460.3657,0.1867291342354209,1479296533230.1829,0.03486776957230984
5.375370741482966,3010327224659.2715,0.18603367992513917,1505163612329.6357,0.034608530066489125
5.395390781563126,3062768631222.8965,0.18534338669539055,1531384315611.4482,0.03435217099171708
5.415410821643286,3115924276610.3174,0.18465819730672875,1557962138305.1587,0.034098649832570764
5.4354308617234475,3169801194097.8076,0.1839780553630156,1584900597048.9038,0.03384792485515683
5.455450901803608,3224406459881.0273,0.18330290529594784,1612203229940.5137,0.03359995508993522
5.475470941883768,3279747193177.085,0.18263269234992277,1639873596588.5425,0.03335470031498154
5.495490981963928,3335830556326.414,0.18196736256723492,1667915278163.207,0.03311212103967553
5.515511022044088,3392663754894.5005,0.1813068627735953,1696331877447.2502,0.03287217848880332
5.535531062124249,3450254037773.4536,0.1806511405639646,1725127018886.7268,0.032634834587061304
5.555551102204409,3508608697283.415,0.18000014428869282,1754304348641.7075,0.03240005194395024
5.575571142284569,3567735069273.8076,0.17935382303995745,1783867534636.9038,0.03216779383904837
5.595591182364729,3627640533225.7456,0.17871212663849295,1813820266612.8728,0.031938024207652745
5.61561122244489,3688332512466.811,0.17807500562060385,1844166256233.4055,0.03171070762677809
5.635631262525051,3749818474151.412,0.17744241122545495,1874909237075.706,0.031485809301503465
5.655651302605211,3812105929311.3447,0.17681429538263108,1906052964655.6724,0.031263295051656315
5.675671342685371,3875202433018.5273,0.17619061069996045,1937601216509.2637,0.03104313129882502
5.695691382765531,3939115584485.7676,0.17557131045159474,1969557792242.8838,0.03082528505369026
5.715711422845692,4003853027167.386,0.17495634856633965,2001926513583.693,0.03060972390366654
5.735731462925852,4069422448859.6924,0.17434567961622988,2034711224429.8462,0.030396416000845073
5.755751503006012,4135831581801.314,0.17373925880534238,2067915790900.657,0.03018533005022974
5.775771543086172,4203088202773.386,0.17313704195884266,2101544101386.693,0.029976435298258046
5.7957915831663325,4271200133199.591,0.17253898551225755,2135600066599.7954,0.02976970152159902
5.815811623246494,4340175239246.055,0.17194504650096998,2170087619623.0276,0.029565099016220727
5.835831663326654,4410021431921.093,0.17135518254992993,2205010715960.5464,0.029362598586719812
5.855851703406814,4480746667174.822,0.17076935186357614,2240373333587.411,0.029162171535905876
5.875871743486974,4552358945998.623,0.1701875132159642,2276179472999.3115,0.02896378965463399
5.8958917835671345,4624866314524.447,0.1696096259410955,2312433157262.2236,0.028767425211878334
5.915911823647295,4698276864128.106,0.16903564992344278,2349138432064.053,0.0285730509450407
5.935931863727455,4772598731629.547,0.16846554558866722,2386299365814.7734,0.028380640050487314
5.955951903807615,4847840099257.07,0.16789927389452292,2423920049628.535,0.028190166174308025
5.975971943887775,4924009194741.902,0.16733679632194393,2462004597370.951,0.028001603403291747
5.9959919839679365,5001114291456.026,0.16677807486631013,2500557145728.013,0.027814926256112548
6.016012024048097,5079163708511.014,0.16622307202888748,2539581854255.507,0.027630109674720713
6.036032064128257,5158165810856.734,0.1656717508084383,2579082905428.367,0.027447129015933276
6.056052104208417,5238129009379.91,0.16512407469299825,2619064504689.955,0.027265960043218865
6.0760721442885774,5319061761002.546,0.164580007651816,2659530880501.273,0.02708657891867181
6.096092184368738,5400972568780.23,0.16403951412745113,2700486284390.115,0.02690896219517024
6.116112224448898,5483869982000.294,0.16350255902802807,2741934991000.147,0.026733086808713804
6.136132264529058,5567762596279.838,0.16296910771964088,2783881298139.919,0.02655893007093591
6.156152304609218,5652659053663.63,0.16243912601890675,2826329526831.815,0.02638646966178627
6.176172344689379,5738568042721.864,0.1619125801856641,2869284021360.932,0.026215683622379107
6.19619238476954,5825498298647.79,0.16138943691581226,2912749149323.895,0.026046550348002944
6.2162124248497,5913458603355.193,0.16086966333428973,2956729301677.5967,0.02587904858128772
6.23623246492986,6002457785583.924,0.1603532269881872,3001228892791.962,0.025713157405525083
6.25625250501002,6092504721087.13,0.15984009583999334,3046252360543.565,0.025548856238138257
6.276272545090181,6183608332586.356,0.1593302382609695,3091804166293.178,0.02538612482429731
6.296292585170341,6275777589891.978,0.15882362302465108,3137888794945.989,0.025224943230676478
6.316312625250501,6369021510025.556,0.1583202193004721,3184510755012.778,0.02506529183934958
6.336332665330661,6463349157316.875,0.1578199966475111,3231674578658.4375,0.02490715134182041
6.3563527054108215,6558769643500.8545,0.15732292500835482,3279384821750.4272,0.024750502733184434
6.376372745490983,6655292127814.342,0.1568289747030778,3327646063907.171,0.024595327306418616
6.396392785571143,6752925817092.754,0.15633811642333478,3376462908546.377,0.02444160664679618
6.416412825651303,6851679965866.646,0.15585032122656386,3425839982933.323,0.024289322626423145
6.436432865731463,6951563876458.11,0.15536556053029782,3475781938229.055,0.024138457398893635
6.456452905811624,7052586899077.067,0.15488380610658115,3526293449538.5337,0.023988993394061024
6.476472945891784,7154758431917.438,0.1544050300764908,3577379215958.719,0.023840913312922034
6.496492985971944,7258087921253.1875,0.15392920490475823,3629043960626.5938,0.023694200122611045
6.516513026052104,7362584861534.238,0.15345630339449035,3681292430767.119,0.02354883705150187
