time,weak_pulse,strong_pulse
0.29757439359839966,-3.7900824508371964,-8.338182209633757
0.29807451862965745,-3.8090666069249113,-8.379947348531106
0.29857464366091524,-3.8280551494445723,-8.421722137576424
0.2990747686921731,-3.847047538892896,-8.463505389862606
0.2995748937234309,-3.8660432349457237,-8.505295916676628
0.3000750187546887,-3.8850416964763292,-8.547092527539823
0.3005751437859465,-3.9040423815737233,-8.588894030248127
0.3010752688172043,-3.923044747560943,-8.630699230912349
0.30157539384846216,-3.942048251013338,-8.672506933998365
0.30207551887971995,-3.961052347776848,-8.714315942367364
0.3025756439109778,-3.9800564929862756,-8.756125057316028
0.3030757689422356,-3.999060141083543,-8.797933078616705
0.3035758939734934,-4.018062745835944,-8.839738804557555
0.30407601900475123,-4.037063760354383,-8.881541031982687
0.304576144036009,-4.056062637111609,-8.923338556332247
0.30507626906726687,-4.075058827960426,-8.965130171682526
0.30557639409852466,-4.094051784151907,-9.006914670786015
0.30607651912978245,-4.113040956353591,-9.048690845111409
0.3065766441610403,-4.132025794667661,-9.090457484883629
0.3070767691922981,-4.15100574864912,-9.132213379123787
0.30757689422355594,-4.169980267323948,-9.173957315689142
0.30807701925481373,-4.1889487992072425,-9.215688081313036
0.3085771442860715,-4.207910792321349,-9.257404461644754
0.3090772693173294,-4.2268656942139735,-9.299105241289357
0.30957739434858716,-4.245812951976285,-9.340789203847532
0.310077519379845,-4.264752012260998,-9.38245513195536
0.3105776444111028,-4.283682321300439,-9.424101807324075
0.3110777694423606,-4.302603324924602,-9.465728010779761
0.31157789447361844,-4.321514468579177,-9.507332522303058
0.31207801950487624,-4.340415197343571,-9.548914121068758
0.3125781445361341,-4.359304955948906,-9.590471585485448
0.3130782695673919,-4.378183188795992,-9.632003693235013
0.31357839459864967,-4.3970493399733055,-9.673509221312214
0.3140785196299075,-4.415902853274919,-9.71498694606411
0.3145786446611653,-4.434743172218429,-9.756435643229523
0.31507876969242316,-4.453569740062853,-9.797854087978392
0.31557889472368095,-4.472381999826518,-9.839241054951149
0.3160790197549388,-4.491179394304924,-9.880595318298004
0.3165791447861966,-4.509961366088579,-9.921915651718177
0.3170792698174544,-4.528727357580815,-9.963200828499108
0.3175793948487122,-4.54747681101559,-10.00444962155562
0.31807951987997,-4.566209168475258,-10.045660803468987
0.31857964491122787,-4.584923871908321,-10.086833146526017
0.31907976994248566,-4.60362036314715,-10.127965422758034
0.31957989497374345,-4.622298083925695,-10.16905640397983
0.3200800200050013,-4.640956475897158,-10.210104861828542
0.3205801450362591,-4.659594980651651,-10.25110956780252
0.32108027006751694,-4.678213039733816,-10.292069293300067
0.32158039509877473,-4.696810094660435,-10.332982809658212
0.3220805201300325,-4.715385586938003,-10.373848888191354
0.32258064516129037,-4.733938958080276,-10.414666300229847
0.32308077019254816,-4.7524696496257945,-10.455433817158585
0.323580895223806,-4.7709771031553805,-10.49615021045549
0.3240810202550638,-4.7894607603096055,-10.5368142517299
0.3245811452863216,-4.8079200628062315,-10.577424712760994
0.32508127031757944,-4.826354452457617,-10.61798036553606
0.32558139534883723,-4.844763371188104,-10.658479982288737
0.3260815203800951,-4.8631462610513605,-10.698922335537208
0.32658164541135287,-4.881502564247722,-10.739306198122298
0.32708177044261066,-4.899831723141465,-10.779630343245504
0.3275818954738685,-4.918133180278082,-10.819893544507012
0.3280820205051263,-4.9364063784015055,-10.86009457594358
0.32858214553638415,-4.954650760471312,-10.900232212066353
0.32908227056764194,-4.9728657696798875,-10.940305227898676
0.32958239559889974,-4.991050849469562,-10.980312399013757
0.3300825206301576,-5.009205443549713,-11.020252501572331
0.3305826456614154,-5.027328995913842,-11.060124312360195
0.3310827706926732,-5.045420950856606,-11.09992660882567
0.331582895723931,-5.06348075299082,-11.139658169117066
0.3320830207551888,-5.081507847264429,-11.17931777211995
0.33258314578644665,-5.099501678977444,-11.218904197494437
0.33308327081770445,-5.117461693798836,-11.258416225712347
0.3335833958489623,-5.135387337783406,-11.297852638094334
